# UU_VERSION	INSTALLER_SHA256	STREAMER_ORIGINAL_SHA256	WOL_SERVER_ORIGINAL_SHA256
4.34.0.8979	237eb74939a62935ae3e2b1fd43c484d634ccd96fb1094ba764c8cb64065dc9a	2144cd9c199ee21ef55da984ef38d719e337a8202b26522458e56bff648ffb60	c012039c0e9f5ffd33c5b5ac0da069dca68e7566e78124b7c799e5beac3b0034
